|0000|015|0|01022021|28022021|SCHIRMANN MATERIAIS E SOLUCOES PARA A CONSTRUCAO LTDA|88579701000178||RS|0650024230|4310207|||A|1|
|C100|1|0|34680|55|00|62|163711|43210288579701000178550620001637111463400259|01022021|01022021|274,87|2|8,63|0|283,5|9|0|0|0|0|0|0|0|0|0|0|0|0|
|C100|1|0|34913|55|00|62|163712|43210288579701000178550620001637121233965383|01022021|01022021|142,4|2|12,8|0|155,2|9|0|0|0|0|0|0|0|0|2,35|10,82|0|0|
|C100|1|0|34680|55|00|62|163713|43210288579701000178550620001637131155904714|01022021|01022021|155,94|2|0|0|155,94|9|0|0|0|0|0|0|0|0|0|0|0|0|
|C100|1|0|34504|55|00|62|163714|43210288579701000178550620001637141695866070|01022021|01022021|114,91|2|0|0|114,91|9|0|0|0|114,91|20,11|0|0|0|1,9|8,73|0|0|
|C100|1|0|34819|55|00|62|163715|43210288579701000178550620001637151741942479|01022021|01022021|302,79|2|0|0|302,79|9|0|0|0|302,79|52,99|0|0|0|5|23,01|0|0|
|C100|1|0||55|02|62|163716|43210288579701000178550620001637161884397110|||||||||||||||||||||
|C100|1|0|34860|55|00|62|163717|43210288579701000178550620001637171747124365|01022021|01022021|1520|0|0|0|1520|9|0|0|0|0|0|0|0|0|0|0|0|0|
|C100|1|0||55|02|62|163718|43210288579701000178550620001637181717565859|||||||||||||||||||||
|C100|1|0|34860|55|00|62|163719|43210288579701000178550620001637191623038542|01022021|01022021|9407,4|2|0|0|9407,4|9|0|0|0|309,8|54,22|0|0|0|155,22|714,96|0|0|
|C190|040|5102|0|5930|0|0|0|0|0|0||
|C100|1|0|35116|55|00|62|163720|43210288579701000178550620001637201744349256|01022021|01022021|196,71|2|0|0|114,91|9|81,8|0|0|196,71|34,42|0|0|0|3,25|14,95|0|0|
|C100|1|0|35116|55|00|62|163721|43210288579701000178550620001637211287037475|01022021|01022021|260,2|2|0|0|152|9|108,2|0|0|0|0|0|0|0|4,29|19,78|0|0|
|C100|1|0|35118|55|00|62|163722|43210288579701000178550620001637221868520032|01022021|01022021|110,02|2|0|0|107,52|9|0|0|2,5|0|0|0|0|0|1,8|8,36|0|0|
|C100|1|0|35190|55|00|62|163723|43210288579701000178550620001637231358124191|01022021|01022021|2920|2|120|0|3040|9|0|0|0|0|0|0|0|0|48,18|221,92|0|0|
|C100|1|0|18567|55|00|62|163724|43210288579701000178550620001637241917534008|01022021|01022021|258,9|2|0|0|258,9|9|0|0|0|258,9|45,31|0|0|0|4,27|19,68|0|0|
|C100|1|0|35246|55|00|62|163725|43210288579701000178550620001637251968537338|01022021|01022021|4958,54|2|0|0|4958,54|9|0|0|0|0|0|0|0|0|81,82|376,85|0|0|
|C100|1|0|35246|55|00|62|163726|43210288579701000178550620001637261133099388|01022021|01022021|2587,2|2|0|0|2587,2|9|0|0|0|262,2|45,89|0|0|0|42,69|196,63|0|0|
