|0000|015|0|01012021|31012021|SCHIRMANN MATERIAIS E SOLUCOES PARA A CONSTRUCAO LTDA|88579701000500||RS|0650149130|4310207|||A|1|
|C100|1|0|9758|55|00|1|161730|43210188579701000500550010001617301842181475|02012021|02012021|7698,6|2|0|0|7698,6|9|0|0|0|0|0|0|0|0|127,03|585,09|0|0|
|C100|1|0|7958|55|00|1|161731|43210188579701000500550010001617311640346934|02012021|02012021|309,61|2|0|0|309,4|9|0|0|0,21|0|0|0|0|0|5,11|23,53|0|0|
|C100|1|0|6776|55|00|1|161732|43210188579701000500550010001617321880132294|02012021|02012021|66,88|2|0|0|66,88|9|0|0|0|42,98|7,53|0|0|0|1,1|5,08|0|0|
|C100|1|0|13895|55|00|1|161733|43210188579701000500550010001617331401890140|02012021|02012021|57,81|2|0|0|57,81|9|0|0|0|22,5|3,94|0|0|0|0,95|4,39|0|0|
|C100|1|0|11026|55|00|1|161734|43210188579701000500550010001617341417667221|02012021|02012021|442,35|2|0|0|442,35|9|0|0|0|22,45|3,93|0|0|0|7,3|33,62|0|0|
|C100|1|0|8354|55|00|1|161735|43210188579701000500550010001617351339410784|02012021|02012021|1199|2|48|0|1247|9|0|0|0|0|0|0|0|0|19,78|91,12|0|0|
|C100|1|0|14253|55|00|1|161736|43210188579701000500550010001617361866291240|02012021|02012021|169,45|2|0|0|169,45|9|0|0|0|58,4|10,22|0|0|0|2,8|12,88|0|0|
|C100|1|0|17167|55|00|1|161737|43210188579701000500550010001617371870438672|02012021|02012021|126,09|2|0|0|123,59|9|0|0|2,5|0|0|0|0|0|2,08|9,58|0|0|
|C100|1|0|17108|55|00|1|161738|43210188579701000500550010001617381500709946|02012021|02012021|62,4|2|0|0|62,4|9|0|0|0|62,4|10,92|0|0|0|1,03|4,74|0|0|
|C100|1|0|12871|55|00|1|161739|43210188579701000500550010001617391642945795|02012021|02012021|624,87|2|0|0|624,87|9|0|0|0|0|0|0|0|0|10,31|47,49|0|0|
|C100|1|0|10751|55|00|1|161740|43210188579701000500550010001617401668543415|02012021|02012021|561,51|2|0|0|551,51|9|0|0|10|76,91|13,46|0|0|0|9,26|42,7|0|0|
|C100|1|0|12831|55|00|1|161741|43210188579701000500550010001617411901201280|02012021|02012021|192,4|2|0|0|192,4|9|0|0|0|32,5|5,69|0|0|0|3,18|14,62|0|0|
|C100|1|0|6204|55|00|1|161742|43210188579701000500550010001617421157657657|02012021|02012021|55,08|2|0|0|55,08|9|0|0|0|7,9|1,38|0|0|0|0,91|4,19|0|0|
|C100|1|0|7171|55|00|1|161744|43210188579701000500550010001617441617590733|02012021|02012021|902,55|2|0|0|892,55|9|0|0|10|758,4|132,72|0|0|0|14,89|68,59|0|0|
|C100|1|0|17202|55|00|1|161745|43210188579701000500550010001617451464232949|02012021|02012021|664,7|2|0|0|664,7|9|0|0|0|64,5|11,29|0|0|0|10,96|50,52|0|0|
|C100|1|0||55|02|1|161746|43210188579701000500550010001617461825629897|||||||||||||||||||||
|C100|1|0|14335|55|00|1|161747|43210188579701000500550010001617471654975580|02012021|02012021|257,4|2|0|0|249,9|9|0|0|7,5|0|0|0|0|0|4,25|19,56|0|0|
|C100|1|0|5924|55|00|1|161748|43210188579701000500550010001617481210071171|02012021|02012021|3909,1|2|0|0|3909,11|9|0|0|0|529,9|92,73|0|0|0|64,5|297,09|0|0|
|C100|1|0|9300|55|00|1|161750|43210188579701000500550010001617501099465381|02012021|02012021|517,31|2|0|0|517,31|9|0|0|0|0|0|0|0|0|8,54|39,32|0|0|
|C100|1|0|17089|55|00|1|161751|43210188579701000500550010001617511937982157|02012021|02012021|1880|2|0|0|1880|9|0|0|0|0|0|0|0|0|31,02|142,88|0|0|
|C100|1|0|14692|55|00|1|161752|43210188579701000500550010001617521005050667|02012021|02012021|39,17|2|0|0|39,17|9|0|0|0|0|0|0|0|0|0,65|2,98|0|0|
|C100|1|0|17115|55|00|1|161753|43210188579701000500550010001617531827815587|02012021|02012021|617,57|2|0|0|617,57|9|0|0|0|15,98|2,8|0|0|0|10,19|46,92|0|0|
|C100|1|0|17153|55|00|1|161754|43210188579701000500550010001617541137813786|02012021|02012021|171,58|2|14,92|0|186,5|9|0|0|0|0|0|0|0|0|2,83|13,04|0|0|
|C100|1|0|10609|55|00|1|161755|43210188579701000500550010001617551909222894|02012021|02012021|2145|2|0|0|2135|9|0|0|10|0|0|0|0|0|35,39|163,02|0|0|
|C100|1|0|9701|55|00|1|161756|43210188579701000500550010001617561707771134|02012021|02012021|115,1|2|4,8|0|119,9|9|0|0|0|0|0|0|0|0|1,9|8,75|0|0|
|C100|1|0|5653|55|00|1|161757|43210188579701000500550010001617571778396147|02012021|02012021|93,57|2|0|0|93,57|9|0|0|0|0|0|0|0|0|0|0|0|0|
|C100|1|0|17233|55|00|1|161758|43210188579701000500550010001617581313633233|02012021|02012021|1018,98|2|0|0|1018,98|9|0|0|0|0|0|0|0|0|16,81|77,44|0|0|
|C100|1|0|10751|55|00|1|161759|43210188579701000500550010001617591232384532|02012021|02012021|362,33|2|0|0|320,25|9|0|0|42,08|0|0|0|0|0|5,98|27,54|0|0|
|C100|1|0|10547|55|00|1|161760|43210188579701000500550010001617601777388448|02012021|02012021|667,26|2|0|0|667,26|9|0|0|0|0|0|0|0|0|11,01|50,71|0|0|
|C100|1|0|17255|55|00|1|161761|43210188579701000500550010001617611795355219|02012021|02012021|659,15|2|0|0|659,15|9|0|0|0|659,15|115,35|0|0|0|10,88|50,1|0|0|
|C100|1|0|16077|55|00|1|161762|43210188579701000500550010001617621779722340|02012021|02012021|1774,8|1|0|0|1774,8|9|0|0|0|0|0|0|0|0|0|0|0|0|
|C100|1|0|16077|55|00|1|161763|43210188579701000500550010001617631661129227|02012021|02012021|345,87|2|0|0|345,87|9|0|0|0|0|0|0|0|0|5,71|26,29|0|0|
|C100|1|0|16860|55|00|1|161764|43210188579701000500550010001617641837967049|02012021|02012021|1043,4|2|0|0|1043,4|9|0|0|0|0|0|0|0|0|17,22|79,3|0|0|
|C100|1|0|17222|55|00|1|161765|43210188579701000500550010001617651996633797|02012021|02012021|669,78|2|57,7|0|727,48|9|0|0|0|206,54|36,14|0|0|0|11,06|50,89|0|0|
|C100|1|0|17087|55|00|1|161766|43210188579701000500550010001617661630426493|02012021|02012021|214,92|2|0|0|214,92|9|0|0|0|0|0|0|0|0|3,55|16,33|0|0|
|C100|1|0|11633|55|00|1|161767|43210188579701000500550010001617671633113027|02012021|02012021|76,15|2|0|0|76,15|9|0|0|0|76,15|13,33|0|0|0|1,26|5,78|0|0|
|C100|1|0|17085|55|00|1|161768|43210188579701000500550010001617681407123430|02012021|02012021|52,97|2|0|0|52,97|9|0|0|0|0|0|0|0|0|0,87|4,03|0|0|
|C100|1|0|17260|55|00|1|161771|43210188579701000500550010001617711375747102|02012021|02012021|1127,45|2|0|0|1127,45|9|0|0|0|126,35|22,12|0|0|0|18,62|85,67|0|0|
|C100|1|0|12816|55|00|1|161772|43210188579701000500550010001617721281837334|02012021|02012021|510,07|2|0|0|510,07|9|0|0|0|122,37|21,42|0|0|0|8,41|38,78|0|0|
|C100|1|0|6680|55|00|1|161774|43210188579701000500550010001617741589695610|02012021|02012021|85,53|2|7,97|0|93,5|9|0|0|0|13,8|2,42|0|0|0|1,41|6,5|0|0|
|C100|1|0|12831|55|00|1|161775|43210188579701000500550010001617751390936971|02012021|02012021|135,9|2|0|0|135,9|9|0|0|0|0|0|0|0|0|2,24|10,33|0|0|
|C100|1|0|9238|55|00|1|161776|43210188579701000500550010001617761098473140|02012021|02012021|53,38|2|0|0|53,38|9|0|0|0|0|0|0|0|0|0,88|4,06|0|0|
|C100|1|0|17084|55|00|1|161777|43210188579701000500550010001617771737882309|02012021|02012021|75,89|2|0|0|75,89|9|0|0|0|0|0|0|0|0|1,25|5,77|0|0|
